vessel_id,mmsi,imo,shipname,callsign,flag_code,flag,ship_type_summary,ship_type_detail_name,length_m,width_m,dwt,grt,year_built
014e46eb-b7d0-7563-bc6a-0fffd6d0a98e,353290000,9515606.0,MILLENNIUM BRIGHT,3FCN3,PA,Panama (Republic of),"Cargo ships, no additional information","Cargo ships, no additional information",171.99001,27.6,21933.0,17211.0,2009.0
0198313e-9610-7aff-8f63-a6621de0bf9b,563268700,9935428.0,EVER META,9V7676,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,366.0,51.0,155972.0,165350.0,2025.0
014e46f3-6c78-7a48-aa63-ae0a595277cc,477067900,9486087.0,OOCL UTAH,VRNR5,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, all ships of this type",Container Ship,334.92999,42.91,101279.0,91499.0,2015.0
014e47a6-3218-7d48-8021-ea415f461c26,636015475,9445215.0,FPMC B KINGDOM,D5AZ4,LR,Liberia (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,299.70001,50.0,206500.0,106385.0,2013.0
0156fdfd-ffe8-7fdc-b53f-daa2aa9f4c3d,538010962,9752383.0,MYRTO C,V7A6375,PA,Panama (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,229.0,32.3,81011.0,44029.0,2017.0
018a732a-ee60-7c92-82c8-4b282be0e15a,538010792,9955430.0,TS JOHOR,V7A7436,MH,Marshall Islands (Republic of the),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,147.89999,23.0,13300.0,9981.0,2023.0
014e46f7-7f70-7304-8332-94deb5a719ae,477950200,9595709.0,GREAT WEALTH,VRIN6,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, all ships of this type",Bulk Carrier,225.0,32.0,75569.0,40913.0,2011.0
014e46eb-8120-7d4e-a319-738c373c8ec7,255806137,9314935.0,AS CAROLINA,CQAC7,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, no additional information",Container Ship,222.15,30.07,39155.0,28927.0,2006.0
014e4711-c9e8-7f48-9917-19fec529e334,354506000,9217670.0,HOANH SON SUN,3FIY4,JP,Japan,"Cargo ships, all ships of this type",Bulk Carrier,229.92999,38.0,88222.0,48029.0,2000.0
0163a825-8bd8-748a-90c3-5f4becb3c512,351291000,9775206.0,WINDS 3,HPKA,PA,Panama (Republic of),"Cargo ships, all ships of this type",General Cargo,120.93,19.6,11759.0,7341.0,2016.0
0159b56a-9068-7585-ab5e-a92faa78d915,440716000,9802011.0,DONGJIN VOYAGER,D7SB,KR,Korea (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,172.2,27.5,21742.0,18559.0,2017.0
014e47a3-a1d8-7fe9-bedf-4730b96a77f8,370338000,9363091.0,SHEARWATER,3ESK5,PA,Panama (Republic of),"Cargo ships, all ships of this type",Wood Chips Carrier,209.99001,37.0,64425.0,49854.0,2008.0
016a053e-30f8-774d-ae1e-d7e6a5eea9d4,477308600,9843429.0,MAI PO,VRSG6,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),Tugs,Tugs,32.0,12.0,,,
01961eb2-9818-763a-9745-791524fc655a,477128800,9949730.0,OOCL DAFFODIL,VRWP5,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,367.0,51.0,,,
01872aac-a028-72ad-913d-d3eed3c62efa,538012751,9339844.0,GOLD ESTRELLA,V7B3275,PA,Panama (Republic of),"Cargo ships, all ships of this type",Ro-Ro Cargo,199.89999,32.259998,18090.0,59217.0,2008.0
014e49aa-85c8-7f2e-b6b6-63edac111124,357979000,9202182.0,UNI PERFECT,3FZE9,PA,Panama (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,181.75999,28.0,19309.0,17887.0,2000.0
0185a5c2-7a00-7c51-aa7d-438f1365adf7,538010433,9947653.0,TS MAWEI,V7A6031,MH,Marshall Islands (Republic of the),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,147.89999,23.0,13319.0,9981.0,2023.0
01808744-3d70-7e12-9d75-b0f271fda452,412501720,9519690.0,HONG YUE,BOWT5,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X","Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",100.0,15.0,,,
014e479a-7630-7f7c-a485-9b1803e80d74,255983000,9311737.0,MSC CAPETOWN III,CRYB,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,222.16,30.07,39228.0,28911.0,2006.0
014e484a-5988-7b74-96a0-d9d9c837004e,351563000,9138161.0,AEGEAN EXPRESS,3FVV7,PA,Panama (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,168.8,27.299999,18581.0,15095.0,1997.0
014e46ef-2e88-7247-b7ac-c18958c000f4,533170729,9242613.0,HARBOUR HORIZON,9WUY7,AG,Antigua and Barbuda,"Cargo ships, all ships of this type",Container Ship,133.0,18.700001,7960.0,6277.0,2002.0
017592a5-c1d0-79b2-b91b-6eb77db2215a,636020254,9882229.0,KMTC DALIAN,D5YI9,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,196.16,32.540001,37200.0,27997.0,2020.0
0183e9f6-d010-798d-96c6-1cd587153f23,563174800,9919187.0,GAS MAGNOLIA,9V7705,SG,Singapore (Republic of),"Tanker(s), all ships of this type",LPG Tanker,230.0,36.0,60048.0,56081.0,2022.0
017d7f44-bcd8-740f-af4b-9acfb9a43e59,477745300,9913559.0,TIGER MAANSHAN,VRUK2,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, all ships of this type",Deck Cargo Ship,192.0,37.0,26176.0,23040.0,2022.0
014e4708-7730-7554-8280-593cc37a1f8d,419002072,9401697.0,MAERSK VIGO,ATFJ2,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,175.47,27.71,23328.0,18326.0,2010.0
014e556c-2a88-70fa-88b2-2af4724e2acc,373302000,9246293.0,SUNNINE 3,3FIR6,SG,Singapore (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,174.0,27.0,31949.0,19707.0,2002.0
01892944-4f90-7fcb-82f4-89ca7ea40a00,563195600,9951367.0,WAN HAI 332,9V8495,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,209.75,33.0,36835.0,32730.0,2023.0
0190a02b-80e0-7f7a-9ea7-62a1464776f4,228468900,9966764.0,CMA CGM FORT JAMES,FNAC,FR,France,"Cargo ships, no additional information",Container Ship,268.0,44.0,85234.0,73133.0,2024.0
018454a3-c9b8-787e-84f8-7ba948b7d6c8,563180800,9554080.0,WAN HAI 358,9V7390,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,203.5,34.84,36776.0,30519.0,2023.0
014e484d-2460-7eb2-8a0a-6b120c9fe29b,566410000,9462029.0,APL SALALAH,9V9400,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X","Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",347.03,45.0,131476.0,128929.0,2012.0
0172c080-d868-791f-9264-947611a7a328,352866000,9870006.0,EVER CHEER,3ETC7,PA,Panama (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,172.07001,27.43,22405.0,17933.0,2020.0
018ac9ab-0130-737d-a57b-3e826e1f8dbb,563205700,9954474.0,WAN HAI 368,9V7853,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,203.5,35.0,37160.0,30468.0,2023.0
014e46f0-b528-7f25-8b62-290cfd5663a5,636022043,9276274.0,NXT GENESIS,5LGX4,JP,Japan,"Cargo ships, all ships of this type",Vehicles Carrier,167.72,24.0,6566.0,9813.0,2002.0
01867a25-1cd0-7b65-b3bb-4cb04b3f1dc1,567614000,9936525.0,ZIM BANGKOK,HSB8544,TH,Thailand,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,333.0,48.0,133400.0,120200.0,2023.0
014e4797-70c0-7e10-97ba-4566d0c1b699,477832300,9484390.0,COCSO VALENCIA,VRLY7,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,261.10001,32.25,49984.0,40465.0,2013.0
014e46f1-8fe8-7156-a9e7-fb665a74897c,636014899,9453535.0,SARONIC TRADER,A8XI3,LR,Liberia (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,230.0,38.049999,93112.0,51208.0,2011.0
018bfedf-e540-77fe-9213-080690f84fb8,563211100,9951381.0,WAN HAI 335,9V8501,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Container Ship,209.75,33.0,36835.0,32120.0,2023.0
014e4b95-cf50-79a8-b784-1c6cbadf15b0,574197187,9143142.0,CUU LONG GAS,3WDW,VN,Viet Nam (Socialist Republic of),"Tanker(s), all ships of this type",LPG Tanker,95.5,16.6,2999.0,3556.0,1996.0
01928e45-9da0-7fab-b96d-b98e369dae5b,249237000,9961374.0,CMA CGM ESCURIAL,9HA6186,MT,Malta,"Cargo ships, no additional information",Container Ship,204.0,30.0,30873.0,32245.0,2024.0
019b910f-6580-7db5-be06-db41791bdacc,563320600,9965320.0,WAN HAI 711,9VCZ7,SG,Singapore (Republic of),"Cargo ships, all ships of this type",Container Ship,272.5,43.0,65600.0,72900.0,2026.0
0177cdd7-1d38-745a-904e-ae206e752f8d,636019899,9864576.0,YM CONSTANCY,D5WR5,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,209.75,32.799999,37435.0,32720.0,2021.0
0162fb84-1c50-767e-83b1-8b1bcf2926cf,413304740,9559523.0,YUAN DONG DE HUI,BPNZ9,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Oil/Chemical Tanker,113.4,18.0,7308.0,4975.0,2009.0
014e46eb-b7d0-785f-a213-214f11dd5019,477855200,9245043.0,SITC PYEONGTAEK,VROJ9,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, all ships of this type",Container Ship,161.85001,25.6,18077.0,13267.0,2001.0
014e48a4-0a78-7403-a2ca-9651c008560f,636022293,9465253.0,MSC BENEDETTA XIII,D5OY6,LU,Luxembourg,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,366.45999,48.259998,140991.0,141635.0,2011.0
017520f2-32a8-774f-af52-f4fe139140fd,477629900,9848780.0,RABAUL CHIEF,VRSL5,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,186.0,32.0,30430.0,27000.0,2020.0
014e46ea-c988-7105-9216-17ecade86523,574005850,9421271.0,AULAC SIRIUS,XVWE9,LR,Liberia (Republic of),"Tanker(s), all ships of this type",Oil/Chemical Tanker,144.0,22.6,17526.0,11261.0,2009.0
014e46ea-d158-71da-b1ed-e8e4a269e99f,477991600,9323742.0,TING KAU,VRAP3,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),Tugs,Tugs,29.07,11.12,178.0,297.0,2005.0
014e4c0e-0c90-799b-960c-802763ee716b,477995381,9680865.0,FEOSO PIONEER,VRMS9,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), all ships of this type",Oil Products Tanker,51.5,16.0,1926.0,1478.0,2014.0
0189fe2d-9720-71e2-96b4-2aadd648c805,508100005,,5081 5 82,,BN,Brunei Darussalam,Not available,Unspecified,30.0,3.0,,,
01808739-8f10-74ed-bf4f-3b082aa57370,413840966,,GAO LAN 811,,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,68.0,16.0,,,
01808da9-85f8-7e98-93fa-1713a4a3858f,574005800,9444962.0,HAIAN ROSE,XVKU7,PA,Panama (Republic of),"Cargo ships, all ships of this type",Container Ship,171.99001,27.6,21937.0,17515.0,2008.0
015d6269-81e0-758c-8a4c-e403363ca279,431808000,9769300.0,ONE TRADITION,7KML,MH,Marshall Islands (Republic of the),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y","Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",400.0,58.799999,196126.0,213633.0,2017.0
014e471d-62a8-76d1-9719-07cc53c762e1,538004438,9575448.0,SEA BEIJING,V7XB3,MH,Marshall Islands (Republic of the),"Cargo ships, all ships of this type",Ore Carrier,361.0,65.639999,404389.0,199959.0,2011.0
0180873b-2168-717c-bb21-851e3a3ef294,574114000,9428504.0,VIET THUAN 235 01,3WTO,VN,Viet Nam (Socialist Republic of),"Cargo ships, all ships of this type",Bulk Carrier,165.45,25.059999,23377.0,14639.0,2008.0
0173f0f2-7b90-770a-a34b-7b6240cfe33f,440251000,9886079.0,SAWASDEE SUNRISE,D7HY,MH,Marshall Islands (Republic of the),"Cargo ships, all ships of this type",Container Ship,172.07001,27.440001,22344.0,18051.0,2020.0
014e4734-7cb8-73a1-82a4-d2384489f330,412522250,9255866.0,YUEHAITIE1HAO,BPEC3,CN,China (People's Republic of),"Passenger ships, all ships of this type",Rail/Vehicles Carrier,165.39999,22.6,5689.0,14381.0,2002.0
0193aee3-fbc8-70c8-ae0c-83dc0cb641bd,636024083,9975533.0,PUTERI SARAWAK,5LQX2,LR,Liberia (Republic of),"Tanker(s), all ships of this type",LNG Tanker,290.0,46.0,94409.0,110511.0,2025.0
014e4712-9508-7d10-bb1c-0a899d44cf5b,538003278,9352418.0,NAVIOS DESTINY,V7PS5,MH,Marshall Islands (Republic of the),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,260.70001,32.279999,50648.0,39906.0,2009.0
014e46ec-82f0-7e8f-92f8-782c5a51dcb7,414736000,9523043.0,XIN WEN ZHOU,BPKJ,CN,China (People's Republic of),"Cargo ships, all ships of this type",Container Ship,255.0,37.0,67052.0,47917.0,2013.0
014e46f4-7de8-7bda-9f8d-034c43faee43,477238800,9412799.0,SITC RIZHAO,VRXV5,PA,Panama (Republic of),"Cargo ships, all ships of this type",Container Ship,161.85,25.6,17815.0,13596.0,2007.0
014e46eb-65c8-76eb-8cfd-05a56a368a1a,314197000,9582491.0,BLUE LOUISE,8PVR,PA,Panama (Republic of),"Cargo ships, no additional information","Cargo ships, no additional information",228.99001,32.259998,82030.0,43268.0,2012.0
016c947b-14f0-769c-a886-7322fae78094,413220120,9842334.0,ZHONG GU HUANG HAI,BOCL7,CY,Cyprus (Republic of),"Cargo ships, all ships of this type",Container Ship,171.95,27.540001,24123.0,18490.0,2019.0
014e46eb-6d98-74ad-bbcf-e8f05d5e568d,477698400,9666869.0,MILD WALTZ,VRNL7,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,147.89999,23.25,13272.0,9994.0,2014.0
0173223e-ecc0-7a1b-9915-8e12a99ddf8d,538009167,9833008.0,INDURO,V7A4404,MT,Malta,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,172.0,28.450001,23417.0,19035.0,2020.0
014e4748-5aa8-7f9b-9413-26e93ad9ec10,414342000,9302580.0,FAN YA GUANG ZHOU,BOAD,MH,Marshall Islands (Republic of the),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS","Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",294.04999,32.200001,68134.0,54214.0,2006.0
014e46ea-6010-766a-a572-e98c0fee4f48,416426000,9301275.0,YM HEIGHTS,BLII,TW,China (People's Republic of) - Taiwan (Province of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,168.8,27.299999,19104.0,15167.0,2005.0
014e47ca-7740-7def-83e4-b0a285d1b475,566886000,9457658.0,WAN HAI 516,9V7582,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y","Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",259.0,37.3,57830.0,47250.0,2013.0
016b59b8-8f60-7297-9dd4-ac5b48118066,538012924,9731200.0,PASAY,V7B3500,PA,Panama (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,240.0,39.0,100535.0,54946.0,2019.0
014e4745-8fd0-7f0e-a1cf-2b47267f8458,441266000,9347449.0,KMTC MUNDRA,D7UW,PA,Panama (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,304.07001,40.0,80855.0,75488.0,2008.0
018088d6-e778-732e-b3d8-06bd99743a25,412670000,9191979.0,DE JIN,BSFR,CN,China (People's Republic of),Tugs,Tug/Supply Vessel,95.300003,15.6,2190.0,2895.0,1999.0
01742e02-da48-7b8f-836c-993dac77e74c,563113200,9871452.0,WAN HAI 322,9V6492,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,203.5,34.84,37160.0,30676.0,2020.0
019bea1d-d3f0-7844-893b-65a471e7e57d,636093421,1114092.0,HONG RUN XIANG HE,A8RB2,CN,China (People's Republic of),"Tanker(s), all ships of this type",Oil/Chemical Tanker,136.0,20.0,11000.0,9184.0,2026.0
01808747-3b10-7457-b685-80ffe8c9c483,533130716,9154141.0,PUSAKA PRIMA,9MWY9,MY,Malaysia,"Tanker(s), all ships of this type",Asphalt/Bitumen Tanker,106.18,18.200001,4147.0,4268.0,1996.0
018f2755-d680-7335-b970-563f7dd31e81,352003913,1014199.0,WIND CORE,3E5323,PA,Panama (Republic of),"Cargo ships, all ships of this type",General Cargo,121.0,20.0,11722.0,7355.0,2024.0
014e4773-00a0-72a0-a0f1-c83fc40f33ff,525125025,9511820.0,MBS BRATAN,YDFH2,MH,Marshall Islands (Republic of the),"Cargo ships, all ships of this type",Bulk Carrier,189.99001,32.259998,53430.0,31117.0,2009.0
0196f8e3-9e88-7ea8-8394-1ad70c8dc47a,413609820,1024912.0,YUAN DONG LI YU,BPXP4,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Oil/Chemical Tanker,100.0,16.0,4499.0,3991.0,2025.0
01a06daa-2f9e-7bd2-83ab-43fe2b6493da,413463105,,017,YYYY,CN,China (People's Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X","Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",48.0,15.0,,,
018573a0-f330-77bc-9cf3-c76304e5f30e,412529475,,ZHUXIANG1868,,CN,China (People's Republic of),Fishing vessel,Unspecified,34.0,8.0,,,
01856db2-22c8-7c5c-8db6-4a35e5220161,412444913,,MINLONGYU64088,64088,CN,China (People's Republic of),Fishing vessel,Fishing,30.0,7.0,,,
014ee358-de68-71bd-a132-9de2eea9ff7a,413850324,,FULI368,,CN,China (People's Republic of),"Cargo ships, all ships of this type",Cargo,60.0,16.0,,,
019e042e-e250-713e-b502-a17130f6bc7e,412366888,,58888,XIPU,CN,China (People's Republic of),Fishing vessel,Fishing,46.0,64.0,,,
01894482-18a0-74ae-aaae-8f874ec5d78d,538010559,9947665.0,TS HAKATA,V7A6216,MH,Marshall Islands (Republic of the),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Z",Container Ship,148.0,23.0,13300.0,9998.0,2023.0
01899bd4-5050-7ac6-9df9-0dc00042c17d,574014926,9963671.0,HAI AU 04,XVIP4,VC,Saint Vincent and the Grenadines,Tugs,Tugs,28.57,10.8,,299.0,2023.0
014e47f8-af48-7ea9-9cca-9eda68a483af,574453000,9167514.0,VIMC PIONEER,3WPJ,VN,Viet Nam (Socialist Republic of),Reserved for future use,Container Ship,120.84,20.0,9088.0,6875.0,1998.0
014e46fc-80b0-7c9a-88b7-0163a57240ab,352830000,9412804.0,ORIENTAL BRIGHT,3EME9,PA,Panama (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,161.85001,25.6,17765.0,13596.0,2007.0
0174061a-9ae8-7317-b512-719d377bc891,412476310,9584528.0,HUA NAN 2,BRRA,CN,China (People's Republic of),"Tanker(s), all ships of this type",LPG/Chemical Tanker,99.989998,15.2,3221.0,3313.0,2011.0
0197f444-f790-7af2-9dd9-2a6d9423981e,574988589,,LR589 A30 7089L 94,,VN,Viet Nam (Socialist Republic of),Not available,Unspecified,10.0,10.0,,,
014e46f6-4ad8-78dd-96e7-02ad880fc326,440190000,9402512.0,KHARIS HERITAGE,D8BG,PA,Panama (Republic of),"Cargo ships, all ships of this type",Container Ship,147.0,25.0,15222.0,12545.0,2007.0
019801fb-53e8-7132-bd2f-6bb0ac793f11,636024886,9987354.0,MSC LINZIE,5LUT7,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,366.0,51.0,169169.0,155104.0,2025.0
01519ee0-ee80-72e9-a85e-00f158bc1acd,374298000,9708966.0,MEDI AERO,3FSE7,PA,Panama (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,190.0,32.0,57517.0,32540.0,2016.0
017becd3-b698-737b-a206-c14992c9032a,563139600,9871373.0,WAN HAI 290,9V6509,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,175.0,29.0,23802.0,20899.0,2021.0
01898a7b-8490-7f39-8999-47bed3552332,441491000,9946659.0,SAWASDEE DENEB,D8OV,MH,Marshall Islands (Republic of the),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Container Ship,172.0,27.4,22200.0,17500.0,2023.0
014e46eb-5240-7c9e-b467-46d245d08aaa,256944000,9363053.0,SIDARI,9HGG9,MT,Malta,"Cargo ships, all ships of this type",Bulk Carrier,225.0,32.259998,75204.0,40327.0,2007.0
01822507-fa00-736e-b575-8717b43f6f11,563166100,9893993.0,EVER ATOP,9V7624,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,399.0,62.0,241000.0,236228.0,2022.0
014e47a7-7268-7801-b33f-3d875e11b589,567543000,9401403.0,ALINYA,HSB5982,PA,Panama (Republic of),"Tanker(s), all ships of this type",Chemical Tanker,128.72,20.0,12999.0,7745.0,2009.0
0186acb1-86e8-71ce-ae9c-dbc3cf763a30,412068000,9364746.0,DE MING HAI,BQBO,CN,China (People's Republic of),"Cargo ships, all ships of this type",Bulk Carrier,225.0,32.26,76431.0,40892.0,2008.0
014e47f5-3890-78bd-910e-657e57774769,567304000,9293246.0,VIRA BHUM,HSGG2,TH,Thailand,"Cargo ships, all ships of this type",Container Ship,194.5,32.310001,31300.0,24955.0,2005.0
019882af-e3f0-7507-bcb5-4d308629f161,219100000,9622239.0,SAN AUGUSTIN MAERSK,OXUN2,DK,Denmark,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,333.20001,48.32,128653.0,118938.0,2013.0
014e4705-1018-7efd-8a87-b7547c67ff20,477614900,9423956.0,OCEAN EMPEROR,VRFU7,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, all ships of this type",Bulk Carrier,295.0,46.0,182142.0,94921.0,2010.0
019e3a08-dd40-78af-add3-7b23ffdfc878,412485544,,YUEPOYU20809,,CN,China (People's Republic of),Fishing vessel,Fishing,7.0,3.0,,,
014f87b5-0a68-7c8d-ba35-c92793d4409a,636024610,9689706.0,MARIGO P,5LTK9,GR,Greece,"Cargo ships, all ships of this type",Bulk Carrier,292.0,45.0,179218.0,94009.0,2016.0
014e9f18-4220-7a43-bf5c-d4f4c5765122,235111639,9719496.0,BW LIBRA,2IPF6,GB,United Kingdom of Great Britain and Northern Ireland,"Tanker(s), all ships of this type",LPG Tanker,225.17,36.630001,54561.0,47922.0,2015.0
0180879b-5268-7af0-9c1c-c06982a61c7f,412520212,,QIONGSANSHAYU00225,0,CN,China (People's Republic of),Fishing vessel,Fishing,59.0,9.0,,,
014e4764-04b0-79ee-ae73-60cd18a29d3d,636015476,9445227.0,FPMC B LUCK,D5AZ5,LR,Liberia (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,299.7,50.0,206391.0,106385.0,2013.0
0180a684-8f78-798b-b075-abc5dd62f17f,412478672,,YUEZHUYUTUO41030,,CN,China (People's Republic of),Fishing vessel,Fishing,17.0,6.0,,,
014e46f1-5d20-73cb-8454-a5ab9d425a6d,477995207,9622875.0,GOLDEN DRAGON 328,VRIQ9,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), all ships of this type",Oil Products Tanker,50.0,25.0,1120.0,1073.0,2011.0
0197f414-db28-7860-beca-a4011598acc5,574091468,,TRAN NGOC HUNG D36,P,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing,24.0,10.0,,,
0197fdcf-c308-76b4-bf2f-56154f3b5d23,225250103,,22525 3 87,,ES,Spain,Not available,Unspecified,30.0,3.0,,,
014e46fa-b7a8-7475-91b6-3e5bd9965d68,563001200,9308637.0,MAERSK SOFIA,9V5247,LU,Luxembourg,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,335.42999,43.169998,102681.0,93511.0,2007.0
0180874a-dcc0-7deb-b01d-14eef6079fd2,477995139,9504009.0,GOLDEN DRAGON 288,VRDT4,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), all ships of this type",Bunkering Tanker,49.900002,15.0,1977.0,1223.0,2008.0
01872719-f000-74de-99e8-d8c033f626e8,440442000,9946647.0,SAWASDEE SPICA,D8HO,PA,Panama (Republic of),"Cargo ships, all ships of this type",Container Ship,172.0,27.0,22200.0,17500.0,2023.0
014e46ed-80d8-771a-a0e3-a1415a88a9b7,413382250,9484314.0,YIN GUI,BPXS8,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Oil/Chemical Tanker,134.85001,22.0,12490.0,8551.0,2008.0
014e46ea-0a20-7d28-8aba-41510b11d7a9,636014630,9469625.0,DANAOS,A8VM6,LR,Liberia (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,292.0,45.0,176461.0,91412.0,2011.0
014e4711-fcb0-7f69-9b9e-718367bff3e8,477947600,9484297.0,COSCO DURBAN,VRKR5,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,261.04001,32.299999,50006.0,40447.0,2012.0
